"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage","NA"
168,30,10,16.2183818596862,7.66541308932613,34.4840533862273,35.0214616301573,6.61069003460308,35
168,30,50,17.1280127510397,5.94932412155377,36.4828360683895,32.1759628500707,8.26386420894627,35
168,30,100,16.0402606847477,7.7253879615308,42.0670654940208,24.505339115242,9.66194674445871,35
168,30,150,15.9270444069651,7.51981910638262,42.8304351562386,23.9423537902665,9.7803475401472,35
168,30,200,16.8676843884769,8.00472733009959,39.2666444059752,26.6305358307242,9.23040804472411,35
270,30,10,13.9197242093794,4.86774698800561,37.6256706097223,34.8231472550438,8.76371093784887,35
270,30,50,17.5486656485606,6.75414649407913,44.2801715455289,16.1685950615717,15.2484212502597,35
270,30,100,17.6665124111926,7.51073524821084,44.1483425861896,17.3760396484195,13.2983701059874,35
270,30,150,17.0672450611606,6.97814025934359,43.0590879771953,18.1744240082143,14.7211026940862,35
270,30,200,15.5263177955034,5.59276319809016,35.9741150484541,27.7393528734603,15.1674510844921,35
500,30,10,19.2659340629886,4.82024546540676,41.4347947002525,16.6663841508276,17.8126416205245,35
500,30,50,17.2677956606996,6.24461892287732,40.5405586124332,15.109229151831,20.837797652159,35
500,30,100,17.1467206080316,5.39485927973563,40.9298769307912,13.8165678698635,22.7119753115781,35
500,30,150,15.9378519200456,4.71026270082794,38.1531752948717,20.4174463504029,20.7812637338519,35
500,30,200,12.427295105574,4.30977443082723,39.2422040405954,19.2288357588081,24.7918906641952,35
900,30,10,16.4900388088758,2.21586451054536,43.4781851116918,10.5831657357973,27.2327458330898,35
900,30,50,18.2393215138912,3.75411301418937,40.1893173823466,9.55559354001354,28.2616545495593,35
900,30,100,17.73249506034,3.65686569958377,42.1495389764115,9.50235903952674,26.958741224138,35
900,30,150,18.172172992626,2.62834463455146,40.8077968758838,12.3744645055947,26.017220991344,35
900,30,200,11.4808816773767,3.2805510851487,40.8490157577794,11.8022281783378,32.5873233013574,35
1500,30,10,19.601626699545,0.825218435269793,45.5010226391178,1.40293327362293,32.6691989524445,35
1500,30,50,21.0815638066061,2.54703803657875,35.3179602618106,7.93213975148591,33.1212981435186,35
1500,30,100,19.6316509739056,2.24210128102841,35.2000116924709,8.31605699709475,34.6101790555004,35
1500,30,150,19.4227935721837,2.09513933845254,37.8097279821136,7.56836858515459,33.1039705220955,35
1500,30,200,10.9777247272543,2.1009289224601,38.4975309659427,8.05310894497033,40.3707064393726,35
