name,I size,L size,S size,best obj,best obj sabc,best obj matheuristic,mejora mec vs sabc,mejora sabc vs math,% mejora mec vs sabc,% mejora sabc vs math,model time sabc,model time matheuristic,total time matheuristic
Instance_168_100_,168,100,10,7.865,7.070000095,7.125000053,,,-10.10807254,0.777934328,10802.61484,4.327033997,500.27
Instance_168_100_,168,100,50,5.156,6.463000009,6.533,1,,25.34910801,1.083088208,10807.95754,15.60853767,2649.9
Instance_168_100_,168,100,100,1.8485,6.6976,6.72015,1,,262.3262104,0.336687769,10817.48658,34.00788403,6906.5
Instance_168_100_,168,100,150,1.9081,6.85182223,6.925388894,1,,259.0913595,1.073680284,10834.64573,54.08641076,13448.36
Instance_168_100_,168,100,200,1.93335,6.8329,6.88755,1,,253.4228153,0.799806817,10843.43668,77.58573008,16796.28
Instance_270_100_,270,100,10,8.825000011,8.255000064,8.565000005,,1,-6.458922904,3.755299069,10803.15135,5.688764334,1261.77
Instance_270_100_,270,100,50,6.71,8.6855,8.7355,1,,29.44113264,0.575672097,10810.63043,25.06120396,5750.53
Instance_270_100_,270,100,100,2.32665,8.208650004,8.330650005,1,,252.8098341,1.486237091,10821.05647,46.69050002,9452.43
Instance_270_100_,270,100,150,2.410977778,8.375244449,8.408811111,1,,247.3795788,0.400784267,10829.89214,84.37730575,13142.77
Instance_270_100_,270,100,200,2.4159,8.15665,8.171100004,1,,237.6236599,0.177156116,10854.43302,90.15972686,14281.31
Instance_500_100_,500,100,10,10.6315,10.0945,10.197,,,-5.051027607,1.015404428,10804.22544,7.62066102,1091.2
Instance_500_100_,500,100,50,8.169,10.101,10.26,1,1,23.6503856,1.574101574,10813.27953,32.59359813,7776.61
Instance_500_100_,500,100,100,2.97905,10.40835,10.43745,1,1,249.384871,0.279583219,10831.03703,76.9365921,13221.21
Instance_500_100_,500,100,150,2.864533333,10.12661111,10.13156667,1,,253.5169584,0.048935983,10838.22191,119.9929411,24593.5
Instance_500_100_,500,100,200,2.78645,10.29585,10.31285,1,,269.4970303,0.165115071,10905.88789,149.2151248,31673.39
Instance_900_100_,900,100,10,13.5535,12.79,13.032,,1,-5.633231269,1.892103206,10805.44247,10.43478918,2717.44
Instance_900_100_,900,100,50,9.42,12.4165,12.438,1,,31.80997877,0.17315669,10819.42268,64.37895608,11781.23
Instance_900_100_,900,100,100,3.59,12.18375,12.22695,1,,239.3802228,0.354570637,10834.90574,142.3095829,26052.47
Instance_900_100_,900,100,150,3.789922222,12.71902222,12.74716667,1,,235.601141,0.221278383,10850.70805,289.0347683,49784.9
Instance_900_100_,900,100,200,3.5589,12.4005,12.4067,1,,248.4363146,0.049997984,10907.72054,347.5979738,58625.63
Instance_1500_100_,1500,100,10,13.206,12.887,13.093,,1,-2.415568681,1.598510126,10809.18132,8.910593033,1216.29
Instance_1500_100_,1500,100,50,12.063,13.6875,13.7065,1,,13.4667993,0.138812785,10819.46857,84.84023714,14235.59
Instance_1500_100_,1500,100,100,8.8318,14.6753,14.6989,1,,66.16431532,0.16081443,10849.66586,381.481113,61357.41
Instance_1500_100_,1500,100,150,4.627588889,14.66288889,14.67082222,1,,216.8580711,0.054104838,10861.17578,614.6643002,96545.32
Instance_1500_100_,1500,100,200,4.2533,14.7578,14.76015,1,1,246.9729387,0.015923783,10910.063,1276.196793,132121.64
